id,qid1,qid2,question1,question2,labels
2289,4552,4553,simply life. what is life journy really is,Where do Qataris hangout?. Anybody have any clue where the Qataris hangout? Like places where they sit around; chit chat; talk about anything under the sun? any idea? really curious as u seldom see them wondering around the roads or grocery shops..or anything like that.. where are the Qataris?,0
2290,4554,2559,simply life. what is life journy really is,Al Wakra. Hello everybody ... moving to Qatar I was offered a full furnished flat in al Wakra my work is close to city center is it very far for a daily course ? how much aprox. is the electricity and water ? is the salary of 10.000 good to live with ? Thanks,0
2291,4555,4556,simply life. what is life journy really is,Car battery life. Does anyone know what is a typical life of a car battery (new car Toyota model sedan) in Doha given the hot weather. How often do you need a change? and what is a good place for battery purchase for Toyota?,0
2292,4557,4558,simply life. what is life journy really is,Sai Baba's Tricks Exposed: Video Link From BB. Friends; I received following e-mail from one of my known person. The link is a News from BBC Corp. Very interesting as well as Eye Opening. Let me make one thing very clear: Sai Baba Believers; Please DISREAGRD this e-mail. DO not even try to watch this small video or else you will loose faith in him...lol.. Are we human so dumb.... ???? http://social.mumbaihangout.org/video_view.php?user=ajaytex&playlist_id=500&video_id=1737,0
2293,4559,4560,simply life. what is life journy really is,Marriage between a Christian Men and Muslim Girl ?. Hi; I'm a catholic and Indian;I'm in love with a Singaporean Muslim Girl..We both want to get married? What are the legal procedures in Qatar ? She's ready to convert!! Any help will be appreciated :) Thank you,0
2294,4561,4562,simply life. what is life journy really is,Park House School. Does anyone out there have a child in this school? We are moving out next month and have a place at Park House for our 7yrs son. What is it like. Feedback please!!!!,0
2295,4563,4564,simply life. what is life journy really is,UN move to protect gays & transgender. In a latest move; the United Nations continued its march to further add homosexuality and transgender to its list of human rights. Is the UN going too far; and what does this mean for countries that condemn these things as unacceptable to their culture? Will the UN of the future start putting such nations on its pariah list? http://www.chicagonow.com/trans-girl-cross/2012/11/united-nations-protect-transgender/,0
2296,4565,4566,simply life. what is life journy really is,can Qatari girls allow marry indian????. why Arab Girls NOt getting marry indian man,0
2297,4567,4568,simply life. what is life journy really is,Leaving Qatar without paying off a Bank car loan. Need your help. Could anyone explain to me the Qatar regulatons for Expats working in Qatar wishing to leave with a car that was bought through a bank loan. I heard someone was able to ship his car to his home country two months after buying it through a bank loan in Douha. Is that possible? and how will the Bank get its money if the person decides to quit his job and return home.,0
2298,4569,4570,simply life. what is life journy really is,ASPIRE PARK NEW RULE. Aspire Park has introduce new rule...... People who can not enter in Aspire Park.... 1) Peoples who are wearing Shalwar Qameez (Pakistani Dress) even if you are with family. 2) Peoples who are wearing Sudani Traditional Dress ( Sundani Thope) 3) peoples who are wearing Saariiii (Indian Ladies Dress) and Other nationality dress........... EVEN IF YOU ARE WITH FAMILY OR IF YOUR AGE IS MORE THEN 80 YEARS.....:) What you say........?,0
2299,4571,4572,QL to where?. I was very interested when I first QL; I thought it is nice site. But sorry to say the site is more rejecting than welcoming to new ppl. or even to old members but not as popular as other QL big names. Posts are getting so silly ; no attractive posts; ppl are divided into groups. Please leaders of QL ; try to drag QL from being another useless site. Thanks;,WHY YOU JOINED QL?. Most of the time I am a PEEPING TOM here; reading comments and views in a forum. Those views and comments help me a lot with my everyday living here in QATAR. But recently; there are comments which are beyond human constraint. I guess all of us here joined QL to make friends not enemies. I want to ask each and every member of this community; WHY YOU JOINED QL?,1
2300,4573,4574,QL to where?. I was very interested when I first QL; I thought it is nice site. But sorry to say the site is more rejecting than welcoming to new ppl. or even to old members but not as popular as other QL big names. Posts are getting so silly ; no attractive posts; ppl are divided into groups. Please leaders of QL ; try to drag QL from being another useless site. Thanks;,"""Is there any Clique / Caucus in QL. I was wondering - is there any clique / caucus wroking inside the QL ; when passing remarks about a post ? My last post """"Is poetry boring"""" did not invite some of the """"famous names"""" in QL; who used to comment anything under the Sun !!!! Was it a post; which does not invite attention ? Or they ignored it in a chauvinist way ?... Surprising""",1
2301,4575,4576,QL to where?. I was very interested when I first QL; I thought it is nice site. But sorry to say the site is more rejecting than welcoming to new ppl. or even to old members but not as popular as other QL big names. Posts are getting so silly ; no attractive posts; ppl are divided into groups. Please leaders of QL ; try to drag QL from being another useless site. Thanks;,QL Shutdown. QLers; how would you feel if suddenly a message will flash on screen advising us that Qatar Living will be shutting down in a matter of days?,0
2302,4577,4578,QL to where?. I was very interested when I first QL; I thought it is nice site. But sorry to say the site is more rejecting than welcoming to new ppl. or even to old members but not as popular as other QL big names. Posts are getting so silly ; no attractive posts; ppl are divided into groups. Please leaders of QL ; try to drag QL from being another useless site. Thanks;,The new QL: Copy & Paste Newsarticles. It seems that most posts these days are copy & paste jobs of upsetting / sad / negative news from newspapers. Is this all we can come up with? Where are happy and cheerful news and posts? I miss those days...,1
2303,4579,4580,QL to where?. I was very interested when I first QL; I thought it is nice site. But sorry to say the site is more rejecting than welcoming to new ppl. or even to old members but not as popular as other QL big names. Posts are getting so silly ; no attractive posts; ppl are divided into groups. Please leaders of QL ; try to drag QL from being another useless site. Thanks;,To all auto aficianados on QL ! ! ! !. Can we have a group for autos/cars..? (I'm no expert so I dont think I should start the group)...,0
2304,4581,4582,QL to where?. I was very interested when I first QL; I thought it is nice site. But sorry to say the site is more rejecting than welcoming to new ppl. or even to old members but not as popular as other QL big names. Posts are getting so silly ; no attractive posts; ppl are divided into groups. Please leaders of QL ; try to drag QL from being another useless site. Thanks;,about QL points; what will happen if you have lots of points?????? just asking... ,0
2305,4583,4584,QL to where?. I was very interested when I first QL; I thought it is nice site. But sorry to say the site is more rejecting than welcoming to new ppl. or even to old members but not as popular as other QL big names. Posts are getting so silly ; no attractive posts; ppl are divided into groups. Please leaders of QL ; try to drag QL from being another useless site. Thanks;,chat room for QL: what do you think guys?. I suggest to update the website of QL to have a chatroom to get an answer or comments immediately on the room who ever are signed in... to get faster response to those who are asking questions/help/opinions;etc; right? anyway; it's only a suggestion;but i hope it would be a good idea for the web master and hopefully to see the room later....hehehe....yahoooo!!!! what do you think guys?,1
2306,4585,4586,QL to where?. I was very interested when I first QL; I thought it is nice site. But sorry to say the site is more rejecting than welcoming to new ppl. or even to old members but not as popular as other QL big names. Posts are getting so silly ; no attractive posts; ppl are divided into groups. Please leaders of QL ; try to drag QL from being another useless site. Thanks;,gooood mooorrrniiiiinggggggggggg QL........... Goooooooooood Mooooooorrrrrrrrrrrnnnnnnnninnnnnnnnnnngggggggggggg to all! 2nd day of Ramadan; and traffic was still light and easy this morning; thank goodness for that.......Anyways; another day has started; full of work; play; and lots of QL-ing lol!!!!! Rise and shine everyone; what's on your agenda today???,0
2307,4587,4588,QL to where?. I was very interested when I first QL; I thought it is nice site. But sorry to say the site is more rejecting than welcoming to new ppl. or even to old members but not as popular as other QL big names. Posts are getting so silly ; no attractive posts; ppl are divided into groups. Please leaders of QL ; try to drag QL from being another useless site. Thanks;,Why QL?. Now that we know of the growing popularity of this site; thanks to all its addicts :-) But what exactly does one look for? friendship? Dating(oop's Qatari is watching) Job's? pass-time? I think we could use this thread to voice our opinions.,1
2308,4589,4590,QL to where?. I was very interested when I first QL; I thought it is nice site. But sorry to say the site is more rejecting than welcoming to new ppl. or even to old members but not as popular as other QL big names. Posts are getting so silly ; no attractive posts; ppl are divided into groups. Please leaders of QL ; try to drag QL from being another useless site. Thanks;,QL new “ Idea”. Hi all I am almost one moth old in this website ; I can it is very popular for a lot of ppl. What do u think ; I am thinking of opening a coffee called (Qatar Living ) ; which will be totally connected to the website users ( Location ; Decoration ; Menu ; ….. ); also it can adopt all the QL activities held by the users ; a lot of thought What do u think????????????????,1
2309,4591,4592,can somebody tell me;; how can i bring my family in qatar?. I am a civil engineer here in the philippines and soon be working in qatar? what visa should they be have? and how long is the processing? what are the requirements? thank you.,Work VISA to Husband Sponsorship. Good day all! :) Can you please help me on what are the requirements of transferring my wife's business VISA to my sponsorship? Does she need to stay under her company's sponsorship for a specific amount of time or I can transfer her even if she had only stayed for 1 or 2 weeks? Thanks in advance everyone!!!,0
2310,4593,4594,can somebody tell me;; how can i bring my family in qatar?. I am a civil engineer here in the philippines and soon be working in qatar? what visa should they be have? and how long is the processing? what are the requirements? thank you.,Maximum period of a Visit Visa?. I'm currently in Doha on a 3 month Visit Visa. Anybody can please tell me; whether I can extend this futher more; maximum of how many months?,0
2311,4595,4596,can somebody tell me;; how can i bring my family in qatar?. I am a civil engineer here in the philippines and soon be working in qatar? what visa should they be have? and how long is the processing? what are the requirements? thank you.,Moving from Dubai to Doha. My family and I are moving to Doha in August. We want to bring our 2 jeeps with us. I would like to drive both from Dubai to Doha. Can anyone tell me the procedure and paperwork needed? Also; can I drive my wife's car or can a friend drive it for her? And finally can I bring some of our personal effects with us in the car? If anyone can help with these questions that would be great.,0
2312,4597,4598,can somebody tell me;; how can i bring my family in qatar?. I am a civil engineer here in the philippines and soon be working in qatar? what visa should they be have? and how long is the processing? what are the requirements? thank you.,FAMILY VISA APPLICATION IS DEFERRED. I applied my family visa after 24/12/2014 NEXT DAY i got the message from online saying THE APPLICATION IS DEFERRED and REFER TO APPLICATION SUBMISSION OFFICE when i go there the counter staff request me to re submit the Degree Certificate. I SUBMIT MY B.E.;DEGREE CERTIFICATE; MY PROFFESION IS ELECTRONICS ENGINEER. WILL I GET RP MY WIFE OR NOT?,1
2313,4599,4600,can somebody tell me;; how can i bring my family in qatar?. I am a civil engineer here in the philippines and soon be working in qatar? what visa should they be have? and how long is the processing? what are the requirements? thank you.,Family visa. Hello I would like to know what are the required documents for applying for family visa; Already my wife is in qatar on visit visa. I need to change it to Family visa for RP. Please anyone tell me what all I require. * Regarding the bank statement ; is three(3) months bank statement enough? cause i can give only for three months. I opened an account only this month.. Pls advice.. Thank you. With regards. ,1
2314,4601,4602,can somebody tell me;; how can i bring my family in qatar?. I am a civil engineer here in the philippines and soon be working in qatar? what visa should they be have? and how long is the processing? what are the requirements? thank you.,Changing your profession on Residence visa. My profession shown in my residence visa is Technician whereas in reality I am working as Manager. I tried to change my profession from Technician to Manager through our agent but for some reason he is saying it is not possible. I have Masters in Business administration and Masters in Geology. I really wonder why this change can't be done. Does any body has any suggestion of how to do this change?,0
2315,4603,4604,can somebody tell me;; how can i bring my family in qatar?. I am a civil engineer here in the philippines and soon be working in qatar? what visa should they be have? and how long is the processing? what are the requirements? thank you.,Hamad Medical card. Can somebody tell me how to get this card for me and my family?Thanks.,0
2316,4605,4606,can somebody tell me;; how can i bring my family in qatar?. I am a civil engineer here in the philippines and soon be working in qatar? what visa should they be have? and how long is the processing? what are the requirements? thank you.,Family Residence Visa Application Rejected. My Family Residence Visa Application Rejected and got a schedule to meet committee after one month. In the meantime Can I apply for visit visa for my family?,1
2317,4607,4608,can somebody tell me;; how can i bring my family in qatar?. I am a civil engineer here in the philippines and soon be working in qatar? what visa should they be have? and how long is the processing? what are the requirements? thank you.,visa services. Hey; looking for help in submitting visas to Qatar for my mother (older than 65) anyone knows of an office or person that can help? Thanks,1
2318,4609,4610,can somebody tell me;; how can i bring my family in qatar?. I am a civil engineer here in the philippines and soon be working in qatar? what visa should they be have? and how long is the processing? what are the requirements? thank you.,dog relocation to doha from the U.K. KLM have told me my Yorkshire Terrier is able to travel in the cabin with me from the U.K to Doha. Has anyone done this? 2 pet relocation companies have told me I cant and Im unsure whether they are telling me this to avoid getting their fee or whether I have been misinformed by KLM. Cost is not the issue; the wellbeing of our wonderful pet is.I really want the most stress free method of travel possible for her. Can anyone help.,0
2319,4611,4612,where is the best night life in qatar. Hi i have just moved to Doha; al zahoor - working at Qatar Uni. where would you recommend to go out for socializing and meeting up with people - clubs bars etc cheers iain,Best Night Club in Doha. Hi everyone! Would like to have an opinion about the night clubs here in doha and which are the best? I've been to Irish Harp so far..which was good but it gets quite suffocating due to lot of smoke. Any other recommendations?? And if at all there is a membership; How much would that be? I did not have to pay at IRISH the last time I visited :D Thanks! Cheers!,1
2320,4613,4614,where is the best night life in qatar. Hi i have just moved to Doha; al zahoor - working at Qatar Uni. where would you recommend to go out for socializing and meeting up with people - clubs bars etc cheers iain,Saturday nights in Doha? Qube nightclub?. Hi all! Me and some friends from london are looking to come over to Doha for a couple of weeks. Whats the party scene like on Friday and Saturday nights? I hear that in Qatar nobody goes out on saturday; is that true? Where would you go for RnB and hiphop? And Ive heard alot about a club called Qube is it any good? Any feedback would be welcome thanks!,1
2321,4615,4616,where is the best night life in qatar. Hi i have just moved to Doha; al zahoor - working at Qatar Uni. where would you recommend to go out for socializing and meeting up with people - clubs bars etc cheers iain,Doha Nightlife. hi;will be comin 2 doha soon...jus wanted 2 know;hows the nightlife in doha?r there pubs/ discos here?r there a lot of bars?or is it true that there r bars only in the 5 star hotels? will i get 2 c belly dancin anywhere in doha???,1
2322,4617,4618,where is the best night life in qatar. Hi i have just moved to Doha; al zahoor - working at Qatar Uni. where would you recommend to go out for socializing and meeting up with people - clubs bars etc cheers iain,Best Bars in Town?. On this weekend ; I am planning to go to some bar.Had'nt any drink for 5 weeks.Can some one give rating on the bars; Criteria; drinks and ambiance?,1
2323,4619,4620,where is the best night life in qatar. Hi i have just moved to Doha; al zahoor - working at Qatar Uni. where would you recommend to go out for socializing and meeting up with people - clubs bars etc cheers iain,CUBE!!!!. Hey guys have you been to Cube ? I think its cool its just At the back of Ramada Hotel its like a Night Club ! Though i think its hard to get inside especially on thursday night i just found last night while making a detour you know the traffic! While i was driving i see this long line little did i know its a line to get inside this new club...do you think its own by Ramada Hotel? anyway its a good thing they are already permitting building clubs!,1
2324,4621,4622,where is the best night life in qatar. Hi i have just moved to Doha; al zahoor - working at Qatar Uni. where would you recommend to go out for socializing and meeting up with people - clubs bars etc cheers iain,Help me to find a Indian Night Club in Qatar. Hello Friends this is nir...Can anyone help me to find a indian bar in Qatar? Thank You,1
2325,4623,4624,where is the best night life in qatar. Hi i have just moved to Doha; al zahoor - working at Qatar Uni. where would you recommend to go out for socializing and meeting up with people - clubs bars etc cheers iain,Nightlife in Doha. Hello; Im thinking of taking a job in Doha could anyone offer any information of=n the nightlife there? Any o=info would be great..best club etc.. regards,1
2326,4625,4626,where is the best night life in qatar. Hi i have just moved to Doha; al zahoor - working at Qatar Uni. where would you recommend to go out for socializing and meeting up with people - clubs bars etc cheers iain,Nightlife Doha vs Abu Dhabi. Hi I was recently in Abu Dhabi for 4 months; I really enjoyed my time there. Although there is little to do in the blistering heat I did enjoy my weekends out and the nightlife there. I am now in Cairo and have disliked every minute! I have the oportunity to come to Doha and wonder what the nightlife is like there? How does Doha compare with Abu Dhabi? Cheers; Jim,1
2327,4627,4628,where is the best night life in qatar. Hi i have just moved to Doha; al zahoor - working at Qatar Uni. where would you recommend to go out for socializing and meeting up with people - clubs bars etc cheers iain,Doha vs Abu Dhabi. I know this may be a biased question in a Qatar forum; but honestly; what's your advice for someone having 2 quasi similar offers; one in Doha and 1 in Abu Dhabi? and of course mutually exclusive :-),0
2328,4629,4630,where is the best night life in qatar. Hi i have just moved to Doha; al zahoor - working at Qatar Uni. where would you recommend to go out for socializing and meeting up with people - clubs bars etc cheers iain,is there a night club here in doha?. if they have a night club here in doha; do i need to be a member first to enter the club? and is there any regulation in that club? and how much do i need to pay for the member? and if there is no membership thing how much the entrance? can anyone here; can help me? thanks in advance...,1
2329,4631,4632,Immigration to Canada. Hi: i am going to apply for immigration to canada ; i want know is canada a peaceful country like qatar ? thnaks;,Immigration to Canada. Hi; I am interested to migrate to Canada. Appreciate if any one can recomend me a good migration consultants in Qatar. Is it advisable to process my application through them ? or can I do it on my own. Thanks a Lot.,1
2330,4633,4634,Immigration to Canada. Hi: i am going to apply for immigration to canada ; i want know is canada a peaceful country like qatar ? thnaks;,Canada Immigration. Anybody know an agency here in Qatar where people can apply for Canada? What is the best and fastest process in migrating there? Please advice. Thanks!,1
2331,4635,4636,Immigration to Canada. Hi: i am going to apply for immigration to canada ; i want know is canada a peaceful country like qatar ? thnaks;,Australia and Canada; which country is the best for immigration and why?. ,1
2332,4637,4638,Immigration to Canada. Hi: i am going to apply for immigration to canada ; i want know is canada a peaceful country like qatar ? thnaks;,CANADA OR AUSTRALIA IMMIGRATION Need Lawyer?. Please advise; I have this good idea to process my immigration request as a skilled worker to Either Canada or Australia; Kindly advise me which among the two Countries you would recommend please; Further since the immigration process is never easy do I need a Lawyer for the assistance please so to go through comfortably without issue? Please advise.,1
2333,4639,4640,Immigration to Canada. Hi: i am going to apply for immigration to canada ; i want know is canada a peaceful country like qatar ? thnaks;,CANADIAN IMMIGRATION - Help Please. Dear You! Please I would kindly request for more advise and knowledge regarding Immigration to Canada. I have approached a Lawyer and he informed me that I have Qualified for Canadian Immigration as a Skilled Proffessional. He mentioned about Qeubec Immigration please do you have some information about this Place. Can I settle with my family at Alberta or Ontario City with this Residence Permit? Guide me Please?,1
2334,4641,4642,Immigration to Canada. Hi: i am going to apply for immigration to canada ; i want know is canada a peaceful country like qatar ? thnaks;,Qatar Police Clearance. Dears; I'm a Filipino currently working here in Ras Laffan Industrial City. My sister is in Canada and she advised me to acquire the police clearance here in Qatar for future reference when I will be migrating also. My questions: 1. What are the requirements to process a Qatar Police Clearance? 2. What are the steps to follow? Thank you! Regards bonjiek1981,0
2335,4643,4644,Immigration to Canada. Hi: i am going to apply for immigration to canada ; i want know is canada a peaceful country like qatar ? thnaks;,Canada or Australia Migration. This is for my brother who is working as an IT professional in Dubai.... He is planning to migrate to Canada or Australia. But he is still not sure where to migrate.... I would really appreciate if somebody who has experience in this could give valuable suggestions.. Is Canada or Australia  a better place to migrate ?? Pls give ur valuable advices and suggestions...,1
2336,4645,4646,Immigration to Canada. Hi: i am going to apply for immigration to canada ; i want know is canada a peaceful country like qatar ? thnaks;,"""CANADA RECRUITMENT. I met one of the person here in qatar through the GULF TIMES advertisement; recruiting the skilled workers to Canada . The recruiter company name is """"m98world"""". How I wil check whether this one is fake or not? They Are asking for 1500 QR for the visa processing also they inform as this process will take 10 months after the registration; So any one have any idea to verify this recruitment? There office is located just opposite side of the Al Safa hotel Near the Jaida Bridge.""",1
2337,4647,4648,Immigration to Canada. Hi: i am going to apply for immigration to canada ; i want know is canada a peaceful country like qatar ? thnaks;,Where I can find a reliable birth-tourism company that'll help us have our baby in Canada?. We're interested in having our baby in Canada. I'd like to see if anyone out there has done it too.,1
2338,4649,4650,Immigration to Canada. Hi: i am going to apply for immigration to canada ; i want know is canada a peaceful country like qatar ? thnaks;,I WANT TO GO CANADA. I WANT TO GO TO CANADA FOR JOB. HOW CAN I BEGIN MY PROCESS HERE IN QATAR? ANYBODY CAN SUGGEST ME?,1
2339,4651,4652,Anybody else moving out to teach in January?. Hey there guys! I'm moving out to Doha to start work with the Ta'allum Group in Doha as a primary school teacher at (I think!) the Al Maha Academy for Boys. Is anybody else moving out there? Does anybody know where they're supposed to be living yet? I haven't had all the info from the school yet. I wouldn't mind getting some topic info so I can plan properly really!,Park House School. Does anyone out there have a child in this school? We are moving out next month and have a place at Park House for our 7yrs son. What is it like. Feedback please!!!!,1
2340,4653,4654,Anybody else moving out to teach in January?. Hey there guys! I'm moving out to Doha to start work with the Ta'allum Group in Doha as a primary school teacher at (I think!) the Al Maha Academy for Boys. Is anybody else moving out there? Does anybody know where they're supposed to be living yet? I haven't had all the info from the school yet. I wouldn't mind getting some topic info so I can plan properly really!,any one who likes cycling?. looking for somebody to ride with or any cycling club that will welcome me mail me at onin_edward@yahoo.com thanks.,0
2341,4655,4656,Anybody else moving out to teach in January?. Hey there guys! I'm moving out to Doha to start work with the Ta'allum Group in Doha as a primary school teacher at (I think!) the Al Maha Academy for Boys. Is anybody else moving out there? Does anybody know where they're supposed to be living yet? I haven't had all the info from the school yet. I wouldn't mind getting some topic info so I can plan properly really!,AlJazeera English - Any info?. My husband has been offered work with Aljazeera. I have just read in private eye that employees are leaving Qatar; fed up with their working conditions. does anyone know anything about this? the offered package is £30;000 p.a with accomodation;utility bills thrown in; one flight home a year but no school fees ( we have one school age child; one baby). Thanks for your time.,1
2342,4657,4658,Anybody else moving out to teach in January?. Hey there guys! I'm moving out to Doha to start work with the Ta'allum Group in Doha as a primary school teacher at (I think!) the Al Maha Academy for Boys. Is anybody else moving out there? Does anybody know where they're supposed to be living yet? I haven't had all the info from the school yet. I wouldn't mind getting some topic info so I can plan properly really!,"""Cambridge for girls or Aljazeera Academy??. Hi there; been looking for schools for my 2 girls aged 5 & 7 to start in Jan 2008. Have to say its very difficult; finally today they found me spaces in Campridge school for girls. Anybody has info about this school? Aljazeera Academy said there """"might"""" be spaces as well. Any advise on which is better?? thnx""",0
2343,4659,4660,Anybody else moving out to teach in January?. Hey there guys! I'm moving out to Doha to start work with the Ta'allum Group in Doha as a primary school teacher at (I think!) the Al Maha Academy for Boys. Is anybody else moving out there? Does anybody know where they're supposed to be living yet? I haven't had all the info from the school yet. I wouldn't mind getting some topic info so I can plan properly really!,Does anyone know of a krav mage; jkd or jujitsu school in doha?. Does anyone know of a krav mage; jkd or jujitsu school in doha? please post any details regarding this,0
2344,4661,4662,Anybody else moving out to teach in January?. Hey there guys! I'm moving out to Doha to start work with the Ta'allum Group in Doha as a primary school teacher at (I think!) the Al Maha Academy for Boys. Is anybody else moving out there? Does anybody know where they're supposed to be living yet? I haven't had all the info from the school yet. I wouldn't mind getting some topic info so I can plan properly really!,Where did some of our regulars go?. It seems on QL we have all sorts of people; but there are a few regulars that I notice and I am sure all of you do too.  BUT; some have gone up and missing.  For instance; Tendai; e46; and chbck & mulie re-appeared after some time.  Hope y&#39;all come back an&#39; join us! ;),0
2345,4663,4664,Anybody else moving out to teach in January?. Hey there guys! I'm moving out to Doha to start work with the Ta'allum Group in Doha as a primary school teacher at (I think!) the Al Maha Academy for Boys. Is anybody else moving out there? Does anybody know where they're supposed to be living yet? I haven't had all the info from the school yet. I wouldn't mind getting some topic info so I can plan properly really!,PERSONAL LOAN AND WORK TERMINATION. I am currently working here in Qatar; our employer informed us that they will transfer to contractor with less salary; but we have option not to accept; but the problem is I have Personal Loan in one of the BAnk here in DOHA; what if I will not accept the offer; what will happen to me ; I mean did the BAnk will force to pay or not?,0
2346,4665,4666,Anybody else moving out to teach in January?. Hey there guys! I'm moving out to Doha to start work with the Ta'allum Group in Doha as a primary school teacher at (I think!) the Al Maha Academy for Boys. Is anybody else moving out there? Does anybody know where they're supposed to be living yet? I haven't had all the info from the school yet. I wouldn't mind getting some topic info so I can plan properly really!,Why Is Many Qataris' Driving Not Satisfactory to Many Expatriates?. I would like to know what makes many Qataris driving a problem. List your ideas; please. Land transportation is a real problem in Qatar.,0
2347,4667,4668,Anybody else moving out to teach in January?. Hey there guys! I'm moving out to Doha to start work with the Ta'allum Group in Doha as a primary school teacher at (I think!) the Al Maha Academy for Boys. Is anybody else moving out there? Does anybody know where they're supposed to be living yet? I haven't had all the info from the school yet. I wouldn't mind getting some topic info so I can plan properly really!,BEST West Bay/CC RE Agent?. Going on fourth day here in Doha and leaning toward West Bay and City Center. Hoping some QL'rs have some positive experiences and can recoomend a RE Agent who are specialists in these areas. Any help very much appreciated as Wifey is on her way January 30th and will have me on the curb if I dont have her a tidy little list of properties to choose from. Thanks all; please save my marriage ;) ;) S,0
2348,4669,4670,Anybody else moving out to teach in January?. Hey there guys! I'm moving out to Doha to start work with the Ta'allum Group in Doha as a primary school teacher at (I think!) the Al Maha Academy for Boys. Is anybody else moving out there? Does anybody know where they're supposed to be living yet? I haven't had all the info from the school yet. I wouldn't mind getting some topic info so I can plan properly really!,Swimming and Piano Lessons. Does anyone know where children can go to Swimming and Piano Lessons?,0
2349,4671,4672,Pet Shop. Hi! Would someone know any nearby pet shop to get fishes (e.g. Goldfishes and the like)? I am at Bin Mahmoud.,Pet stores in Doha. Hi there; we are not successful in finding a pet store in Doha. Is there any that somebody could recommend for buying all necessary stuff for cats? Thanks!,1
2350,4673,4674,Pet Shop. Hi! Would someone know any nearby pet shop to get fishes (e.g. Goldfishes and the like)? I am at Bin Mahmoud.,Pet Shops?. Where in Doha can I find a pet shop? How many pet shops are there? Any specific one that you&#39;d recommend? Thanks in advance ,1
2351,4675,4676,Pet Shop. Hi! Would someone know any nearby pet shop to get fishes (e.g. Goldfishes and the like)? I am at Bin Mahmoud.,pet shops in doha. Hello everyone! We are moving very shortly with our cat! Can someone tell me about pet stores in doha? We buy special food for him since he is a persian cat and I am wondering if i have to bring that food with me or can i get it there ;by the way it is called Royal Canin. I would really appreciate some help!!! Alyson,1
2352,762,4677,Pet Shop. Hi! Would someone know any nearby pet shop to get fishes (e.g. Goldfishes and the like)? I am at Bin Mahmoud.,pet stores. can anyone tell me were i can find a good pet store that has kittens?,1
2353,4678,4679,Pet Shop. Hi! Would someone know any nearby pet shop to get fishes (e.g. Goldfishes and the like)? I am at Bin Mahmoud.,Help me find a Turtle/Tortoise for a pet!!. Hey Am looking for a turtle or tortoise to adopt as a pet! does anybody know where i can buy one? I read a few forums regarding the pet shops and was shocked to see how they are maintaned.... Hence I would need suggessions as to where i can get good ones..... cheers:),1
2354,4680,4681,Pet Shop. Hi! Would someone know any nearby pet shop to get fishes (e.g. Goldfishes and the like)? I am at Bin Mahmoud.,Pet snake?. Good evening everyone!! I hope you had a fantabulous weekend! Anyway; I was wondering where I could buy/adopt a pet snake. Preferably a ball python; corn snake or a pretty king snake as I'm still a beginner at handling snakes. I love exotic animals (I already have a tarantula; a wolf spider and lemur) If you know where I could get some piranha that would be awesome! I wanna get some for my uncles birthday cause he just loves them!!,0
2355,4682,4683,Pet Shop. Hi! Would someone know any nearby pet shop to get fishes (e.g. Goldfishes and the like)? I am at Bin Mahmoud.,any new pet shops?. hi guys i have a new dog after so many years; probably since i was a kid. and he is so adorable. im looking for some stuffs. i checked the previous thread on pet shops. it had bad reviews on the shops at that time...year 2006 and 2007...im just wondering if there are any new pet shops now. i went to carrefour to check some things unfortunately they dont have much. i need some leash; food containers; dog shampoo; toys and other things. any inputs will be greatly appreciated!,1
2356,4684,4685,Pet Shop. Hi! Would someone know any nearby pet shop to get fishes (e.g. Goldfishes and the like)? I am at Bin Mahmoud.,Guinea Pig :). Can anyone help me. Where or can I buy a guinea Pig in Qatar please? I am new only arrived 2 weeks ago. Loving Qatar so far:),1
2357,4686,4687,Pet Shop. Hi! Would someone know any nearby pet shop to get fishes (e.g. Goldfishes and the like)? I am at Bin Mahmoud.,Wanna own a Rabbit!!!. Anybody help or guide me in owning a rabbit. How to buy; Where to buy and how much it will cost???,1
2358,4688,4689,Pet Shop. Hi! Would someone know any nearby pet shop to get fishes (e.g. Goldfishes and the like)? I am at Bin Mahmoud.,parrot. hi all i need to buy a parrot any help for good prices?? thx,1
2359,4690,4691,half-sisters. can my half-sister apply a family visit visa for me?,any favours for qatar born expatriates?. well; as far as the western countries are concerned they are giving special care for the expat born there . i doesnt seem to happen here in qatar from the government point of view or i may dont know any such favours kindly reply with ur experience please.....,0
2360,4692,4693,half-sisters. can my half-sister apply a family visit visa for me?,Quraan Teachers. I am looking for a quraan teacher; or perhaps a good school for memorisation - perhaps someone can help me with this. Does anyone know if classes are given in the mosques around Doha for this as well? I am particualrly interested in the Umar bin Khattab masjid.,0
2361,4694,4695,half-sisters. can my half-sister apply a family visit visa for me?,Qatari Men and Western Women. Ok guys I am going to prehaps ticks someone off again but I have a question; not Sunny but me. Will a Qatari man go out with a western Christian girl; have sex with her and then move on because he think women from the west are wild and sex craved. Sunny has received quite a bit response from Qatari men who want to date her once we arrive; I even got an offer myself. But I believe it is a trap and I tell Sunny be careful. Any advice out there?,0
2362,4696,4697,half-sisters. can my half-sister apply a family visit visa for me?,can Qatari girls allow marry indian????. why Arab Girls NOt getting marry indian man,0
2363,4698,4699,half-sisters. can my half-sister apply a family visit visa for me?,Only For Ladies. I wasn't sure where to post this. Have any of you tried body sugaring? Can you recommend a place that will be gentle to beginners? Not too painful; not too judgmental; not too expensive..,0
